package,service,method,fqmn,request,response,streaming,safety,live_status,http,proto
axxonsoft.bl.tz,TimeZoneManager,ChangeTimeZones,axxonsoft.bl.tz.TimeZoneManager.ChangeTimeZones,ChangeTimeZonesRequest,ChangeTimeZonesResponse,none,mutating,pending,POST /v1/time_zones:change,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,GetNTP,axxonsoft.bl.tz.TimeZoneManager.GetNTP,ListNTPRequest,ListNTPResponse,none,read,tested-pass,GET /v1/time_sync/ntp_server,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,SetNTP,axxonsoft.bl.tz.TimeZoneManager.SetNTP,SetNTPRequest,SetNTPResponse,none,mutating,pending,POST /v1/time_sync/ntp_server:update,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,SetTimeZone,axxonsoft.bl.tz.TimeZoneManager.SetTimeZone,SetTimeZoneRequest,SetTimeZoneResponse,none,mutating,pending,POST /v1/time_zone:set,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,GetTimeZone,axxonsoft.bl.tz.TimeZoneManager.GetTimeZone,GetTimeZoneRequest,GetTimeZoneResponse,none,read,tested-pass,GET /v1/time_zone,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.videowall,VideowallService,RegisterWall,axxonsoft.bl.videowall.VideowallService.RegisterWall,RegisterWallRequest,RegisterWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,UnregisterWall,axxonsoft.bl.videowall.VideowallService.UnregisterWall,UnregisterWallRequest,UnregisterWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,ChangeWall,axxonsoft.bl.videowall.VideowallService.ChangeWall,ChangeWallRequest,ChangeWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,ListWalls,axxonsoft.bl.videowall.VideowallService.ListWalls,ListWallsRequest,ListWallsResponse,server,read,tested-pass,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,BatchGetWalls,axxonsoft.bl.videowall.VideowallService.BatchGetWalls,BatchGetWallsRequest,BatchGetWallsResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,SetControlData,axxonsoft.bl.videowall.VideowallService.SetControlData,SetControlDataRequest,SetControlDataResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,GetMyControlData,axxonsoft.bl.videowall.VideowallService.GetMyControlData,GetMyControlDataRequest,GetMyControlDataResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.vmda,VMDAService,EnumerateSchemes,axxonsoft.bl.vmda.VMDAService.EnumerateSchemes,EnumerateSchemesRequest,EnumerateSchemesResponse,none,read,tested-pass,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,Cleanup,axxonsoft.bl.vmda.VMDAService.Cleanup,CleanupRequest,CleanupResponse,none,review,pending,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,ExecuteQuery,axxonsoft.bl.vmda.VMDAService.ExecuteQuery,ExecuteQueryRequest,ExecuteQueryResponse,server,review,pending,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,ExecuteQueryTyped,axxonsoft.bl.vmda.VMDAService.ExecuteQueryTyped,ExecuteQueryTypedRequest,ExecuteQueryResponse,server,review,pending,,axxonsoft/bl/vmda/VMDA.proto
